Identifier	Product Name
1930751000189104	Nuferon	
1288951000189108	Septor	
1650241000189105	Insicort	
2280321000189104	Histalia-M	
2653171000189104	Amentoclav Duo	
2067721000189107	Aptonac P	
2032361000189108	Nebula AM	
1288961000189106	Versamox	
1930761000189101	Penglobe	
2280331000189102	Pipcot	
2820251000189104	Acutus-LS	
2095241000189104	Acostar SP	
1041371000189108	Dorzem T	
1383811000189102	AT M	
2095251000189101	Acidale-S	
1807521000189104	Travelact	
1288971000189102	Clop E	
1609451000189109	Radin	
2653181000189102	Indowel	
1874651000189106	Lamikon	
2739791000189109	Rnd Kast L	
2479451000189101	Amoxcon-CV	
2280341000189108	Waygesic-TH	
2095261000189103	TEC-MF	
2150261000189108	Pedaflu DX	
2868561000189105	Allavay Duo	
1383821000189105	Sanrox	
2820271000189105	Respifast-X	
1041421000189104	Sarcip	
1874661000189109	Eudyna	
1874671000189100	Tendrone	
1533101000189102	Telmistin-H	
2820281000189107	Axin	
1533111000189100	Pantoros	
2280351000189106	Monpip T	
2032371000189104	Bilkro M	
2150271000189104	Hyzol	
2150281000189102	Ambrolite D Plus	
2479461000189103	Muciflo	
2739801000189108	Ciffa-Wow	
2413231000189100	Riax-M XR	
2413241000189106	Doxderm	
1041461000189109	Ciproman	
1900431000189105	Butesone	
1650251000189108	Tepros	
2566011000189101	Evopic OZ	
2004931000189101	Sizq	
2566021000189109	Alzero-M	
2032381000189102	Spicatel AM	
2566031000189106	Serrodase-D	
2280361000189109	Acocef	
1288981000189100	On OD	
2653191000189100	Rosu CZ	
2280371000189100	Cefaclass SB	
2413251000189109	Reditux	
1511011000189107	Idometrin F	
2566041000189100	Figocin	
2653201000189103	Mecovixr NP	
1533121000189108	Teratop	
2868571000189101	Niftacure	
2479471000189107	Tazolen	
2479481000189109	Moxitem-CV	
1041531000189101	Ciniflox Plus	
2004941000189107	Dapanorm L	
1491861000189107	Tolestat	
2280381000189103	Piptonam	
1777471000189109	Exdol	
2004951000189105	Jsita M	
2566051000189102	Levogud	
1322911000189107	Viromax	
2150291000189100	Nowlex-TH 4	
1041591000189100	Owa OZ	
2739811000189105	Cartum CV	
2095271000189107	Grasodol SP	
1650261000189106	Humidef	
1250221000189104	Ocade	
2739821000189102	Mutus-Cold	
2032391000189100	Tarmis-A	
2413261000189107	Olmewon Plus	
1874681000189103	Fluocin	
1250231000189102	Encizole	
1847911000189108	Merolis	
2280391000189101	Benvac	
2739831000189100	Podever-CV	
1041661000189107	Drifax	
2150301000189101	Essofill-D	
1383871000189109	Rti	
1041681000189101	Sargut	
2413271000189103	Amikanic	
2150311000189104	Thioxer 4	
1900441000189104	Chlorocol	
1695221000189102	Elto	
1930771000189105	Phenotil	
2150321000189107	Itrothacol	
2479491000189106	Simoxy-C	
1650271000189102	Atchol Gold	
1900451000189101	Xendom	
1587131000189109	Predsol	
2150331000189109	Seropraz	
2479501000189103	Zybro Clear-N	
2566061000189104	Lyzal M	
2032401000189102	Actitel-AM	
1847921000189100	Penox	
2280401000189103	Zoxotrox S	
2566071000189108	Ventcip-LM	
1636931000189109	Aclopride DT	
1609461000189107	Trazograf	
1777481000189106	Dratram	
2479511000189101	Invumox	
2280411000189101	Piptuit	
2739841000189106	Dozyfyle	
1288991000189103	Tobrin-D	
2150341000189103	Etormed	
1711031000189103	Porate-Plus	
1568201000189108	Telbrit	
2280421000189109	Adrizen-M	
2150351000189100	Dysotori	
1847931000189103	Merobull	
1041841000189105	Enterotal LB	
2150361000189102	Altura-DSR	
1250241000189108	Lorag	
1568211000189105	Petzol	
2150371000189106	Lipitab CV	
1041891000189103	Zecet	
1748781000189100	Amiweb	
1711041000189109	Snudicef	
2653211000189101	Ondimark	
1041931000189105	Trycet	
2566081000189105	Sioflur	
2004961000189108	Sitaglip M	
1041951000189101	Toro OZ	
1451881000189109	Zargo H	
1042001000189109	Dilate	
2868591000189102	Nitrobless	
2653221000189109	Revther	
1322931000189102	Ultram	
2150381000189108	Regeto	
1900461000189103	C Phenicol	
1383931000189101	Betabest AM	
1042011000189106	Reefox	
1042031000189101	Abturbi	
2004971000189104	Dorinyx	
2150391000189105	Pentapin	
1042061000189108	Kayphen	
2479521000189109	Broz Nac	
1042071000189104	Leoff OZ	
1250251000189106	Ecosprin-AV	
1042081000189102	Solace	
2479531000189106	Linewar	
2125191000189101	Kleist	
2739851000189109	Leezad-CV	
2150401000189108	Moxilens	
1042091000189100	Kimpro	
2479541000189100	Paintum	
2653231000189106	Rosudart	
2280431000189106	Ciplo-TZ	
1650281000189100	Teltoss M	
2150411000189105	Pantocant D	
2653241000189100	Artither	
2566091000189107	Ibibull	
2739861000189107	Liniceft SB	
2150421000189102	Pantovue	
2280441000189100	Fexkast	
1777491000189108	Clindaript	
2095281000189109	Acilen SP	
2739871000189103	Evapod CV	
2868601000189105	Zhewitra	
2479551000189102	Fastmox CV	
1711051000189107	Axival	
2280451000189102	Fixomont	
1042121000189104	Des OD	
1650291000189103	Etoriflex-MR	
1042131000189102	Algeline	
2868611000189107	Furoguard	
2150431000189100	Dexapan	
1042141000189108	Bioflox	
1748791000189103	Mikatek	
1383951000189105	Alday Kid	
1042161000189109	Lutamax	
1042171000189100	Clazit	
1250261000189109	Goldspot	
1711061000189105	Valsov CR	
1042191000189101	Q Rest	
1958991000189109	Kixta	
2150441000189106	Amynov CV	
2868621000189104	Etijab	
2150451000189109	Zonclav	
2004981000189102	Septablue M	
1042221000189105	Xillanic FC	
2566101000189102	Sobiren	
1383981000189102	Cefjas	
2479561000189104	Netclav	
2566111000189100	Algicure M	
1042271000189109	Melmet-1000 SR	
1533131000189105	Gxnose	
1250271000189100	NO Spot	
2280461000189104	Mavi A	
2739881000189101	Quetoid	
2739891000189104	Tenof EM	
1042281000189106	Fendox	
2280471000189108	Lirizine M	
1042291000189108	Liclav	
1777501000189100	Zepex	
1042301000189107	Ornozion	
1930781000189107	Ampitrust	
1042351000189108	Subh OZ	
1384001000189107	Nurocef	
2413281000189101	Watralac	
2095291000189106	Molsha-SP	
2150461000189107	Rbcox E	
2479571000189108	Clavobik	
2479581000189105	Sansowash	
1384021000189101	Loxabol	
2280481000189105	Camxone	
2479591000189107	Xeplomox-CV	
1777511000189103	Nikodol	
1847941000189109	Meroswiss	
1384031000189104	Icepp	
2479601000189104	Amcy Clav	
2150471000189103	Onizex	
1435441000189104	Itragen	
1451891000189106	Setinmt	
1807531000189102	Arizal P	
1533141000189104	Parit D	
1042441000189102	Oftus	
1568221000189102	Olaped	
1451901000189107	Romecid D	
1959001000189109	Lulitrax	
1042461000189101	Kinetix	
2739911000189101	Gvos M	
1874691000189101	Acnelak	
1042471000189105	Salcef	
1384051000189108	SAFRONAC MR	
1250281000189103	Lomela	
2413301000189100	Doloflex-MR	
2150481000189101	Givecef Sb	
1451911000189109	Gabapus	
2739921000189109	Etoniv-TP	
2067741000189103	Xnac-P	
1924751000189105	Salgrow	
2566121000189108	Lavosun	
2280501000189104	Liokast-M	
1042501000189101	Sympam	
2653271000189108	Feamp	
1042511000189104	Eoxcin OR	
2820301000189108	Theocof LS	
2150491000189104	Esostrike	
2280511000189102	Omiderm	
1042531000189109	Duloviz	
1711081000189104	Valporate Chrono	
2566131000189105	Loftuf	
1650301000189104	Jefenic P	
2280521000189105	Texcef TZ	
2566141000189104	Anadase	
2739941000189100	Tpt-Cold Plus	
1777521000189106	Aeltram	
2868641000189108	Acropin-Mr	
2739951000189102	Kvixime	
1650311000189102	Embeta-TM	
1042561000189102	Conoflox OZ	
1711091000189102	Espraz	
2004991000189100	Stagtin M	
2868651000189106	Etsofylen	
2280531000189107	LA Pipra	
2413311000189103	Ibada	
2479611000189102	Clavomaxx	
1695231000189100	Trafix	
1451921000189101	C Baz	
2566151000189101	Levotif-M	
1959021000189103	Tidomet E	
1533151000189101	Odds UP	
1609481000189101	Critifol	
2566161000189103	Levron	
1587141000189103	Toba DM	
1681231000189101	Levocat	
2739961000189104	Doxophen	
1322941000189108	Vertram	
2479621000189105	Rosucus Gold	
1609491000189104	Orapin MD	
2280541000189101	Elpiper-TZ	
1042631000189105	Ofikel	
1847951000189107	Zyonem	
1533161000189103	Geftin	
2868661000189109	Goldkast-AF	
2820311000189105	Silkuf A	
2479631000189107	Zoleic	
1511031000189102	Lupidium	
1042641000189104	Bit-Clox	
2005001000189109	Cilory	
1959041000189107	Ace-TH4	
1341061000189101	Rambend	
1384151000189109	Inlyta	
2479641000189101	Pregsal NT	
1289001000189103	Adnicor	
1042651000189101	Jixflox OZ	
1435451000189101	Itracom AO	
2280551000189103	Curecuf	
1384161000189107	Amitop Plus	
2280561000189100	Ceftvax	
2413321000189106	ForAir	
2095311000189107	Nyc ASP	
2150501000189107	Novoace TH	
1250291000189101	Omidor	
1491891000189104	Flucomet	
2479651000189103	Clarimox CV	
2150511000189109	Pantozer-D	
1959051000189105	Afklor	
2566171000189107	Auxisoda	
2150521000189101	Nacsol TH	
2150531000189104	Esograp-DSR	
1533171000189107	Gloristat	
2095321000189104	Fetran-MF	
1587151000189100	Metrodac	
2479661000189100	Asolin	
1847961000189105	Mindwave	
2032421000189108	Ngioten AM	
1289011000189101	Mycept-S	
2566181000189109	Melasin	
2739981000189105	Cipanate CV	
1042771000189101	Etilax	
2280571000189109	Meditrax	
2820331000189100	Lasmig	
2067771000189106	Loconac P	
1250301000189102	Dimol S	
1587161000189102	Telmiget AM	
1435461000189103	Lopramac	
2280581000189106	Monteclone-LC	
1807541000189108	Coetin	
1042851000189102	Arboclav	
2150541000189105	Airpan	
2868671000189100	Acbid	
2739991000189107	Glibekind M	
2479681000189106	Gabaflu-NT	
2280591000189108	Zithrev	
2095331000189102	Swiclo SP	
1748821000189105	Vomikacin	
2479691000189108	Telmikind-Trio	
2150551000189108	Walapan-D	
1315941000189106	Nazoris	
1777531000189108	Tramloc	
2150561000189106	Thio-A4	
2868681000189103	Zerofresh	
2740011000189106	Fected	
2479711000189105	Inclab	
1475071000189103	Lortryp D	
2479721000189102	Sertiva	
2150571000189102	Elipan D	
1807551000189106	Oflomer	
1042921000189102	Oxagram OZ	
1042931000189100	Amosym CV	
2868691000189101	Desfine	
1650331000189107	Cremafit	
1636941000189103	Televin-CD	
2280601000189100	Montcur-L	
2740031000189101	Podthar	
2095341000189108	Trepreg	
2280611000189103	Cefup	
2740041000189107	H Cold	
1042961000189107	Terbicide	
1042971000189103	Paxy CR	
1315951000189109	Momenta	
2413331000189108	Dzcef	
2032431000189105	Kreztel-A	
2280621000189106	Capihair M	
1042991000189104	S Zole	
1341071000189105	Albond	
1043001000189100	Sysparotine CR	
2740051000189105	Adencef	
1874701000189101	Erizine	
2032441000189104	Telmixo AM	
1043011000189103	Zolaflex Plus	
2005011000189106	Bylotine M	
2413341000189102	Osmofree	
2566201000189108	Sobigem	
1043031000189108	Symoxyl	
1043041000189102	Ofit	
2479731000189100	Glyrova Gold	
2479741000189106	Amoxynnial	
2653281000189105	Aclopride-D	
1043061000189101	Cetico	
1043071000189105	Symflox OZ	
1043081000189107	Ofrise-OZ	
2566211000189105	Leefcin	
2479751000189109	Motocef CV	
1043101000189104	Kavid OZ	
2740061000189108	Cefityn Kid	
2280631000189108	Constipation Relief	
1043111000189102	Asof OZ	
1609501000189107	Vomigen	
2653291000189107	Ondafron	
1609511000189109	Thyramax	
1384251000189101	Anprox	
2653301000189106	Camivas	
1043121000189105	Forcez	
2479761000189107	Staclav	
1568241000189106	Pegacetam	
1711111000189109	Canidula	
1043131000189107	Zinten	
2280641000189102	Ceftirose	
2566221000189102	Molvoid	
1748841000189101	Aminox	
2413351000189104	Drotafit-M	
2479771000189103	Rbcefer-CV	
1043151000189103	Ofsi	
1511041000189108	Agyl F	
1736651000189104	Leps	
1043161000189100	Floxibact OZ	
2067781000189108	Krystal TZ	
2479781000189101	Veintree NT	
1289021000189109	Amclav	
1568251000189109	Micartel	
2566231000189100	Femostat	
2150581000189100	Pantosta-D	
1650341000189101	Spirom T	
1043201000189105	Depaxil CR	
1043211000189107	Uniflox OZ	
2653311000189108	Glutarin	
2413361000189101	Aedimef D	
1289031000189106	Czpam	
2005021000189103	Supernem	
1043231000189102	Osclav	
2067791000189105	Imol	
1959061000189108	Itralist	
2150591000189103	Paniso	
1384281000189109	Topcef O	
1043241000189108	Brilinta	
1711121000189101	Augmentin ES	
2413371000189105	Ricdic SP	
2868701000189101	Metholor	
1322951000189106	Histar	
1043261000189109	Alrgi	
2820341000189106	Kufftas-LS	
1043281000189103	Acilox	
1043301000189102	Biolof OZ	
2005041000189107	Cortina DS	
1043311000189100	Escirise FL 10	
2479791000189104	Sureclav	
1533191000189106	Bezal AC	
1533201000189108	Hiperpan	
2653321000189100	Follicare	
1043331000189105	Histriz	
1711131000189104	Tapencet ER	
1777541000189102	Ojokacin	
1650361000189100	Mecowell	
2413381000189107	ForAirCFC	
2095351000189106	Waygesic SP	
1533211000189105	Prisben AC	
2653331000189103	Salmint	
2566251000189109	Voxsra D	
1491901000189103	Jotal	
1043381000189109	Dubnil	
1043401000189109	Minu	
1322961000189109	Rantid	
2820351000189109	Femgolix	
1043461000189108	Macflo OZ	
1777551000189104	Clindamark	
1511051000189106	Altanib Nova	
1959071000189104	Itroskin	
1043471000189104	Mic	
2280651000189104	Texcef S	
2566261000189107	Soleys Solecold	
2479801000189100	Olmin Trio	
1807561000189109	Ctzone	
1043491000189100	Sapiflox OZ	
1043501000189108	C Fresh	
2868711000189104	Esmeron	
1807571000189100	Hitrex	
1930791000189109	Tacoseal	
1435471000189107	Itrocap	
2067801000189109	Zargesic-P	
1043551000189109	Vidof	
1777561000189101	Esnocin	
1650371000189109	Reclimet OD	
2150601000189106	Gsolv	
1959081000189102	Lulilok	
2150611000189108	Altime CF	
2005051000189105	Topcynta	
2653341000189109	Tigimust	
1748851000189103	Femicin	
1847971000189101	Lofebril	
2280661000189101	Selivo-M	
2150621000189100	Etriflex	
1807581000189103	Atrovast	
2150631000189103	Fastdoz-TH	
2566271000189103	Flurzee	
2820361000189107	Ventoranz	
2280671000189105	Ahentaz	
2479821000189106	Kediclave	
2280681000189107	StayHappi Ceftriaxone+Sulbactam	
2566281000189101	Respicure-M	
2150641000189109	Kulcillin CV	
2653351000189107	Liplor	
1748861000189100	Amiclip	
1043591000189104	O-Bakterie OZ	
2150651000189107	Aretop-D	
2150661000189105	Ondic	
1043631000189104	Thioact	
1250311000189100	Semizol	
2150671000189101	Dinclav	
1777581000189107	Atorcaid	
2280701000189109	Covatil	
2095361000189109	Sazonac SP	
1900471000189107	Paractiv	
2280711000189106	Tazon	
1250321000189108	Ezole	
1384361000189109	Eglucent Rapid Kwikpen	
1491911000189101	StayHappi Opipramol	
1043681000189100	Alfexa	
2868721000189107	Stethoway AB	
1930801000189108	Sibutrex	
1748871000189109	Mamcin	
2280721000189103	Montemis-L	
2067811000189106	Cargobid TZ	
2479831000189108	Maolid	
1568271000189103	Metharnam	
2653371000189101	Atrisun-AB	
1711141000189105	Valpotex	
2280731000189101	Easylac	
1043731000189106	Geflox	
1568281000189101	Telzen	
2820381000189101	Frezcold LS	
1777591000189109	Mikavin	
1043791000189107	Jipcip	
1650381000189106	Dimef	
1043831000189103	Alce	
2280741000189107	Eliban	
2150681000189104	Amoxyrokk CV	
2280751000189105	Newcef S	
2413411000189109	DFO MR	
1900481000189109	Brivup	
1533221000189102	Mobilio	
2005061000189108	Staglob	
1874711000189104	Nexinem	
1748881000189106	Amcan	
2653381000189104	Folliova	
2413421000189101	Apodrota M	
2653391000189102	Vondus	
2820391000189104	Mysorin	
2653401000189104	Lezest	
2095371000189100	Fudart-MF	
2067821000189103	Adflox TZ	
1043851000189107	Oxn OR	
1533231000189100	Thrombosolv	
2280761000189108	Oriceft	
2868731000189109	Viadali	
2740071000189104	Evaxpod-CV	
1533241000189106	Sinoryl Pead	
2280771000189104	Acevil TH Forte	
2280781000189102	Mobicin	
1847981000189104	Nilgram	
2740081000189102	Defpox CV	
1847991000189102	Benum	
1435481000189109	Auriase	
1748891000189108	Mikanip	
2566301000189100	Dicsobon-SP	
1341081000189107	Sephalin	
2280791000189100	Lavender-M	
1930811000189105	Aldosmin	
2280801000189101	Miczone	
1681241000189107	Vasolazine	
2150691000189102	Kofdrop-DX	
2868741000189103	Lixol-M	
1043971000189106	Alox	
1748901000189109	Kimik	
1250331000189105	Metsig SR	
2653411000189102	Rosulight	
1695241000189106	Nuvir	
1043991000189105	Kecet	
2095381000189103	Amefeno-TX	
2820401000189101	Tagril-LS	
1384431000189106	Telmiday	
2062131000189107	Lora M	
2820411000189104	Selax	
1044021000189109	Paradise XR	
1959091000189100	Zetiheal	
1435491000189106	Epitra	
1533251000189109	Rozatus	
1848001000189108	Relpen	
1044051000189102	Divret	
1044061000189104	Manorest SR	
2868751000189100	Venew OD	
1341091000189109	Nextki	
2479871000189105	Exylin-Clv	
1044091000189107	Upbid	
1609521000189101	Durasal	
1959101000189105	Perfekt D	
2062141000189101	Zoxan TZ	
2566311000189103	Serates DP	
1711151000189108	Urisped	
1807591000189101	Loette	
2150701000189102	Ufigesic	
2566321000189106	Chemocin	
2067831000189101	Dolofresh	
2150711000189100	Oxypil	
1636951000189100	Telmitan-CT	
1650401000189106	Kimoneuron M	
1044161000189103	Zipred	
1511061000189109	Ketostal	
1341101000189104	Augclav	
2868761000189102	Adoxi	
2280831000189109	Pizotac	
2280841000189103	Montaris-FX	
2868771000189106	Libnif	
2479881000189107	Bevac Vaccine	
2566331000189108	Rovamycin Forte	
1874721000189107	Grantis	
1511071000189100	Ciprogyl	
1533261000189107	Locker	
1930821000189102	Lupisit M	
1044191000189106	Ze Cetam	
1650411000189108	Albadin	
1650421000189100	Ebezo	
2280851000189100	Freelac	
1511081000189103	Timcyn	
2150721000189108	Ishpozal	
1568291000189104	Cetafen	
1384451000189102	Azicrolide	
1044211000189105	Geflox OZ	
1807601000189109	Strochem	
1250341000189104	Vasorta-H	
1044251000189109	Paroxewave CR	
1959111000189107	Mictal	
1044261000189107	Fusiwal	
1435511000189101	Afdiver	
1900491000189106	Inzidime	
1650431000189103	Ebrotop	
1341111000189102	Ofloma	
2740101000189105	Nencold	
2740111000189107	Cozy Plus	
2280861000189102	Ruxone	
1777601000189101	Savo	
2125201000189104	Nitrovas	
2150731000189105	Setout	
1384461000189104	Kyocin	
1384471000189108	Cyazi	
2653431000189107	Lasma AB	
2413441000189105	Sefpod	
1384481000189105	Hisert	
1777611000189104	Iverpark	
1748921000189103	Mikacas	
2280871000189106	Avaloop-L	
1587171000189106	Pregraf	
1587181000189108	Moxdyne	
1384491000189107	Hypophos	
1681251000189105	Fexowen	
